event_id,shower_event_id,array_id,telescope_id,source_bunch_index,source_coordinate_frame,input_x_m,input_y_m,input_z_m,input_dir_x,input_dir_y,input_dir_z,time_ns,emission_altitude_km,multiplicity,wavelength_nm,eventio_2d
110,1,10,0,129,corsika_nwu_relative,-0.7959999847,0.01399999976,0,-0.02360000089,-0.02500000037,-0.9994088452,-64.80000305,5.10505,4.739999771,685.6627822,1
110,1,10,0,130,corsika_nwu_relative,-0.34,-3.508999939,0,-0.02296666615,-0.02999999933,-0.9992860113,-64.5,5.10505,4.75,326.1182604,1
110,1,10,0,131,corsika_nwu_relative,-1.118000031,-0.7509999847,0,-0.02406666614,-0.02606666647,-0.9993704641,-64.69999695,5.10505,4.760000229,723.2887368,1
110,1,10,0,132,corsika_nwu_relative,-0.6740000153,0.16,0,-0.02346666716,-0.02476666681,-0.9994177944,-64.80000305,5.09330875,4.769999981,404.8895323,1
110,1,10,0,133,corsika_nwu_relative,0.3379999924,1.003000031,0,-0.02199999988,-0.02353333309,-0.9994809564,-65,5.09330875,4.78000021,505.9687806,1
110,1,10,0,134,corsika_nwu_relative,-1.083000031,-0.6930000305,0,-0.02406666614,-0.02596666664,-0.9993730674,-64.69999695,5.09330875,4.789999962,924.8398239,1
110,1,10,0,135,corsika_nwu_relative,-0.3629999924,0.4640000153,0,-0.02306666598,-0.0242666658,-0.9994393718,-64.90000153,5.081594375,4.829999924,302.1745739,1
110,1,10,0,136,corsika_nwu_relative,0.1620000076,-3.808999939,0,-0.02229999937,-0.03056666628,-0.9992839381,-64.5,5.081594375,4.849999905,781.0858585,1
110,1,10,0,137,corsika_nwu_relative,1.733999939,1.233000031,0,-0.01996666752,-0.02309999987,-0.9995337524,-65.09999847,5.081594375,4.860000134,527.9902093,1
110,1,10,0,138,corsika_nwu_relative,0.7080000305,1.113000031,0,-0.02153333277,-0.0231999997,-0.9994989123,-65,5.069907188,4.599999905,480.4176543,1
110,1,10,0,139,corsika_nwu_relative,-0.05900000095,0.7009999847,0,-0.02270000055,-0.02380000055,-0.9994589886,-64.90000153,5.069907188,4.610000134,353.076767,1
110,1,10,0,140,corsika_nwu_relative,1.766000061,1.231999969,0,-0.01993333362,-0.02300000004,-0.9995367238,-65.09999847,5.058246563,4.619999886,427.5854092,1
110,1,10,0,141,corsika_nwu_relative,1.15,1.201999969,0,-0.02086666599,-0.02303333394,-0.9995169072,-65,5.058246563,4.630000114,850.4890434,1
110,1,10,0,142,corsika_nwu_relative,-1.068000031,-1.029000015,0,-0.0242666658,-0.02643333375,-0.9993559965,-64.69999695,5.058246563,4.639999866,292.7148384,1
110,1,10,0,143,corsika_nwu_relative,3.072999878,0.74,0,-0.0178999994,-0.02370000072,-0.9995588527,-65.09999847,5.058246563,4.650000095,268.6046678,1
110,1,10,0,144,corsika_nwu_relative,3.573999939,0.265,0,-0.01713333279,-0.02443333343,-0.9995546314,-65.09999847,5.046613125,4.670000076,280.9386976,1
110,1,10,0,145,corsika_nwu_relative,3.548999939,0.285,0,-0.01716666669,-0.02436666749,-0.9995556868,-65.09999847,5.046613125,4.679999828,905.9799729,1
110,1,10,0,146,corsika_nwu_relative,3.512999878,0.3160000038,0,-0.01720000058,-0.0243333336,-0.9995559258,-65.09999847,5.046613125,4.690000057,775.8483625,1
110,1,10,0,147,corsika_nwu_relative,-0.07300000191,-3.465,0,-0.02280000038,-0.03023333289,-0.9992827956,-64.5,5.035005938,4.710000038,510.9403672,1
110,1,10,0,148,corsika_nwu_relative,-0.6459999847,-2.811000061,0,-0.02370000072,-0.02920000069,-0.9992925847,-64.59999847,5.035005938,4.71999979,277.4438821,1
110,1,10,0,149,corsika_nwu_relative,-0.6079999924,-0.00400000006,0,-0.02366666682,-0.02480000071,-0.9994122517,-64.80000305,5.035005938,4.730000019,298.6684475,1
110,1,10,0,150,corsika_nwu_relative,-0.04,0.5970000076,0,-0.02280000038,-0.02380000055,-0.9994567124,-64.90000153,5.035005938,4.739999771,380.335472,1
110,1,10,0,151,corsika_nwu_relative,3.136000061,-0.1439999962,0,-0.01773333363,-0.02500000037,-0.9995301541,-65.09999847,5.035005938,4.730000019,446.7005717,1
110,1,10,0,152,corsika_nwu_relative,1.603999939,1.375,0,-0.02016666718,-0.02256666683,-0.9995419206,-65.09999847,5.023425938,4.739999771,341.5095187,1
110,1,10,0,153,corsika_nwu_relative,-1.838999939,-1.170999985,0,-0.02569999918,-0.02663333341,-0.9993148531,-64.59999847,5.023425938,4.75,406.8948438,1
110,1,10,0,154,corsika_nwu_relative,-1.753999939,-0.3979999924,0,-0.02556666732,-0.0253666658,-0.9993512284,-64.69999695,5.023425938,4.760000229,260.4477592,1
110,1,10,0,155,corsika_nwu_relative,1.338000031,-3.511000061,0,-0.0205666665,-0.03040000051,-0.9993261991,-64.59999847,5.023425938,4.769999981,491.492544,1
